category,label,text,language
upi_fraud,scam,Customer Service: Please share the 6-digit OTP to process your refund of INR 25000 via UPI.,en
phishing,scam,Your ICICI internet banking access will be locked in 24 hrs. Verify your identity at http://secure.reliance-verify-account-info.com,en
upi_fraud,scam,Customer Service: Please share the 6-digit OTP to process your refund of Rs.10000 via UPI.,en
benign,safe,Meeting pushed to 9:00 AM. Please check the updated invite.,en
phishing,scam,"Dear customer, your PAN card is not linked to your Bank of Baroda account. Link now: http://www.amazon-claim-reward-now.net",en
benign,safe,Your Amazon package is out for delivery. OTP to share with agent is 331732.,en
upi_fraud,scam,Your electricity bill of Rs.10000 is pending. Power will be disconnected at 9 PM. Pay via UPI: 6567130491@ybl,en
phishing,scam,"Your Apple ID account has been logged in from an unknown device. If this wasn't you, secure your account: http://tata-claim-reward-now.net",en
investment_scam,scam,"Make Rs.50,000 per month with simple data entry. Zero investment plan requires Rs.2000 registration. http://secure.reliance-secure-login.xyz",en
benign,safe,Reminder: Doctor appointment scheduled for tomorrow at 10:00 AM. Please arrive 10 minutes early.,en
investment_scam,scam,IPO Alert: Apply for Pre-IPO shares of Reliance. 500% returns expected in 3 months. Register: http://www.airtel-refund-processing.online,en
benign,safe,Reminder: Doctor appointment scheduled for tomorrow at 5:00 PM. Please arrive 10 minutes early.,en
upi_fraud,scam,"Dear Sir/Madam, your UPI transaction of Rs.100000 failed. Scan the QR code sent on your WhatsApp to process refund.",en
benign,safe,"Hey, are we still meeting for dinner at 9:00 AM?",en
investment_scam,scam,"Make Rs.50,000 per month with simple data entry. Zero investment plan requires Rs.1500 registration. http://reliance-claim-reward-now.net",en
investment_scam,scam,You have been chosen for an exclusive Forex trading group. Deposit INR 5000 and our AI will trade for you. http://www.reliance-update-kyc.in,en
phishing,scam,"Dear Axis Bank customer, 15,000 reward points are expiring today. Redeem for cash at http://jio-official-portal.co",en
upi_fraud,scam,"ALERT: Rs.9999 debited from your A/c. If not done by you, forward this SMS to +91-6576989487 to block transaction.",en
phishing,scam,URGENT: Your Axis Bank account KYC has expired. Update immediately at http://www.jio-claim-reward-now.net to avoid suspension.,en
investment_scam,scam,"Make Rs.50,000 per month with simple data entry. Zero investment plan requires Rs.500 registration. http://www.reliance-refund-processing.online",en
phishing,scam,Your Punjab National Bank internet banking access will be locked in 24 hrs. Verify your identity at http://www.jio-official-portal.co,en
upi_fraud,scam,You have received a payment of Rs.9999 on PhonePe. Enter your UPI pin to claim the amount.,en
phishing,scam,Income Tax Notice: You have a pending refund of Rs.10000. Claim it here: http://airtel-refund-processing.online,en
investment_scam,scam,Multibagger Stock Tip: Buy 'XYZ Infra' target 500 (Current 40). Insider info! Subscribe to our premium channel Rs.5000.,en
phishing,scam,"Dear customer, your PAN card is not linked to your Kotak account. Link now: http://www.tata-refund-processing.online",en
upi_fraud,scam,You have received a payment of Rs.9999 on PhonePe. Enter your UPI pin to claim the amount.,en
investment_scam,scam,RBI Approved SIP: Invest Rs.1000/month and get 1 Crore in 5 years. Start your journey today: http://secure.flipkart-official-portal.co,en
upi_fraud,scam,Reliance Jio: Your number has been selected for 1-year free recharge. Pay Rs.10 activation fee via UPI: 8834211331@oksbi,en
benign,safe,"Hey, are we still meeting for dinner at 10:00 AM?",en
benign,safe,Thanks for shopping with Myntra! Your order will be delivered by Thursday.,en
phishing,scam,Your HDFC internet banking access will be locked in 24 hrs. Verify your identity at http://secure.airtel-official-portal.co,en
investment_scam,scam,"Make Rs.50,000 per month with simple data entry. Zero investment plan requires Rs.999 registration. http://secure.flipkart-update-kyc.in",en
benign,safe,Boarding pass for Air India flight AI452 is attached. Safe travels!,en
benign,safe,Reminder: Doctor appointment scheduled for tomorrow at 9:00 AM. Please arrive 10 minutes early.,en
benign,safe,Reminder: Doctor appointment scheduled for tomorrow at 4:15 PM. Please arrive 10 minutes early.,en
phishing,scam,Your Netflix subscription has expired. Renew immediately at http://secure.paytm-verify-account-info.com to continue watching.,en
phishing,scam,URGENT: Your HDFC account KYC has expired. Update immediately at http://paytm-refund-processing.online to avoid suspension.,en
benign,safe,Boarding pass for Air India flight AI452 is attached. Safe travels!,en
benign,safe,CAN YOU SEND ME THE PRESENTATION FILE BEFORE EOD?,en
phishing,scam,"Dear Canara Bank customer, 15,000 reward points are expiring today. Redeem for cash at http://secure.amazon-refund-processing.online",en
upi_fraud,scam,Customer Service: Please share the 6-digit OTP to process your refund of Rs.25000 via UPI.,en
benign,safe,Can you send me the presentation file before EOD?,en
benign,safe,Did you watch the match yesterday? What a crazy finish!,en
benign,safe,Your Swiggy order #45829 is on the way. Delivery executive will be there in 15 mins.,en
phishing,scam,ACTION REQUIRED: COMPLETE YOUR SBI AADHAAR LINKING PROCESS TODAY VIA HTTP://SECURE.PAYTM-OFFICIAL-PORTAL.CO,en
upi_fraud,scam,Congratulations! You won Rs.5000 cashback on Google Pay. Click here and enter PIN to receive: http://www.tata-verify-account-info.com,en
benign,safe,Your Swiggy order #45829 is on the way. Delivery executive will be there in 15 mins.,en
benign,safe,Your Uber trip has ended. Total fare: Rs.500.,en
upi_fraud,scam,Reliance Jio: Your number has been selected for 1-year free recharge. Pay Rs.10 activation fee via UPI: 8700406751@paytm,en
phishing,scam,Action Required: Complete your Yes Bank Aadhaar linking process today via http://amazon-secure-login.xyz,en
phishing,scam,"Dear customer, your PAN card is not linked to your Yes Bank account. Link now: http://flipkart-secure-login.xyz",en
upi_fraud,scam,Congratulations! You won Rs.9999 cashback on Google Pay. Click here and enter PIN to receive: http://secure.flipkart-official-portal.co,en
upi_fraud,scam,"ALERT: Rs.25000 debited from your A/c. If not done by you, forward this SMS to +91-7805514700 to block transaction.",en
phishing,scam,URGENT: Your Punjab National Bank account KYC has expired. Update immediately at http://tata-official-portal.co to avoid suspension.,en
benign,safe,Meeting pushed to 4:15 PM. Please check the updated invite.,en
phishing,scam,"Dear Policyholder, your LIC premium is due. Pay Rs.100000 online using http://www.paytm-update-kyc.in and get 10% cashback.",en
benign,safe,Did you watch the match yesterday? What a crazy finish!,en
benign,safe,Your Uber trip has ended. Total fare: Rs.100.,en
benign,safe,WiFi bill generated for March. Amount due Rs.2000. Pay by 15th.,en
benign,safe,Your Uber trip has ended. Total fare: Rs.2000.,en
upi_fraud,scam,You have received a payment of Rs.49999 on PhonePe. Enter your UPI pin to claim the amount.,en
benign,safe,Your Uber trip has ended. Total fare: INR 999.,en
upi_fraud,scam,Congratulations! You won Rs.9999 cashback on Google Pay. Click here and enter PIN to receive: http://www.reliance-refund-processing.online,en
phishing,scam,Action Required: Complete your Kotak Aadhaar linking process today via http://amazon-refund-processing.online,en
upi_fraud,scam,"Dear Sir/Madam, your UPI transaction of Rs.9999 failed. Scan the QR code sent on your WhatsApp to process refund.",en
phishing,scam,"Dear Policyholder, your LIC premium is due. Pay Rs.25000 online using http://airtel-claim-reward-now.net and get 10% cashback.",en
upi_fraud,scam,Your Paytm KYC details are incomplete. Your wallet will be blocked. Call +91-7189571364 to update.,en
upi_fraud,scam,Your electricity bill of INR 5000 is pending. Power will be disconnected at 9 PM. Pay via UPI: 7416225313@paytm,en
phishing,scam,"Your Apple ID account has been logged in from an unknown device. If this wasn't you, secure your account: http://secure.paytm-refund-processing.online",en
benign,safe,Did you watch the match yesterday? What a crazy finish!,en
phishing,scam,URGENT: Your Kotak account KYC has expired. Update immediately at http://jio-claim-reward-now.net to avoid suspension.,en
benign,safe,Boarding pass for Air India flight AI452 is attached. Safe travels!,en
phishing,scam,Income Tax Notice: You have a pending refund of INR 49999. Claim it here: http://www.reliance-claim-reward-now.net,en
benign,safe,Boarding pass for Air India flight AI452 is attached. Safe travels!,en
upi_fraud,scam,Reliance Jio: Your number has been selected for 1-year free recharge. Pay Rs.10 activation fee via UPI: 6695835745@oksbi,en
phishing,scam,URGENT: Your Bank of Baroda account KYC has expired. Update immediately at http://paytm-refund-processing.online to avoid suspension.,en
phishing,scam,INCOME TAX NOTICE: YOU HAVE A PENDING REFUND OF RS.10000. CLAIM IT HERE: HTTP://WWW.TATA-REFUND-PROCESSING.ONLINE,en
investment_scam,scam,Binance VIP Trading Signals. 99% accuracy. Pay monthly fee of Rs.50000 for access.,en
investment_scam,scam,IPO Alert: Apply for Pre-IPO shares of Jio. 500% returns expected in 3 months. Register: http://paytm-secure-login.xyz,en
benign,safe,"Salary of Rs.49999 credited to your account XX4521 on 01-Mar-2026. Avail Bal: Rs.1,45,200.",en
phishing,scam,"Dear customer, your PAN card is not linked to your Union Bank account. Link now: http://www.tata-update-kyc.in",en
benign,safe,Did you watch the match yesterday? What a crazy finish!,en
investment_scam,scam,Binance VIP Trading Signals. 99% accuracy. Pay monthly fee of Rs.9999 for access.,en
upi_fraud,scam,Aapke UPI par Rs.50000 bhej diye gaye hain. Confirm karne ke liye apna PIN dalein.,hi
upi_fraud,scam,"Dear Sir/Madam, your UPI transaction of Rs.9999 failed. Scan the QR code sent on your WhatsApp to process refund.",en
benign,safe,Boarding pass for Air India flight AI452 is attached. Safe travels!,en
phishing,scam,Income Tax Notice: You have a pending refund of Rs.100000. Claim it here: http://www.amazon-refund-processing.online,en
phishing,scam,"Dear Policyholder, your LIC premium is due. Pay Rs.100000 online using http://jio-secure-login.xyz and get 10% cashback.",en
phishing,scam,Your Canara Bank internet banking access will be locked in 24 hrs. Verify your identity at http://secure.paytm-official-portal.co,en
benign,safe,REMINDER: DOCTOR APPOINTMENT SCHEDULED FOR TOMORROW AT 5:00 PM. PLEASE ARRIVE 10 MINUTES EARLY.,en
phishing,scam,URGENT: Your ICICI account KYC has expired. Update immediately at http://secure.amazon-claim-reward-now.net to avoid suspension.,en
benign,safe,Flight delayed by 45 minutes due to bad weather at destination.,en
upi_fraud,scam,"Dear Sir/Madam, your UPI transaction of Rs.25000 failed. Scan the QR code sent on your WhatsApp to process refund.",en
upi_fraud,scam,You have received a payment of INR 10000 on PhonePe. Enter your UPI pin to claim the amount.,en
benign,safe,Did you watch the match yesterday? What a crazy finish!,en
benign,safe,Your Uber trip has ended. Total fare: Rs.2000.,en
benign,safe,YOUR SWIGGY ORDER #45829 IS ON THE WAY. DELIVERY EXECUTIVE WILL BE THERE IN 15 MINS.,en
benign,safe,Flight delayed by 45 minutes due to bad weather at destination.,en
benign,safe,"HEY, ARE WE STILL MEETING FOR DINNER AT 9:00 AM?",en
upi_fraud,scam,Reliance Jio: Your number has been selected for 1-year free recharge. Pay Rs.10 activation fee via UPI: 6759731832@oksbi,en
phishing,scam,Your Netflix subscription has expired. Renew immediately at http://secure.amazon-secure-login.xyz to continue watching.,en
benign,safe,Meeting pushed to 4:15 PM. Please check the updated invite.,en
benign,safe,Your Amazon package is out for delivery. OTP to share with agent is 228924.,en
benign,safe,Reminder: Doctor appointment scheduled for tomorrow at 2:30 PM. Please arrive 10 minutes early.,en
benign,safe,Reminder: Doctor appointment scheduled for tomorrow at 10:00 AM. Please arrive 10 minutes early.,en
phishing,scam,Income Tax Notice: You have a pending refund of Rs.10000. Claim it here: http://secure.paytm-secure-login.xyz,en
benign,safe,Boarding pass for Air India flight AI452 is attached. Safe travels!,en
benign,safe,Meeting pushed to 7:45 PM. Please check the updated invite.,en
phishing,scam,"Dear Policyholder, your LIC premium is due. Pay Rs.25000 online using http://www.flipkart-claim-reward-now.net and get 10% cashback.",en
phishing,scam,"DEAR POLICYHOLDER, YOUR LIC PREMIUM IS DUE. PAY RS.100000 ONLINE USING HTTP://AIRTEL-REFUND-PROCESSING.ONLINE AND GET 10% CASHBACK.",en
benign,safe,WiFi bill generated for March. Amount due Rs.2000. Pay by 15th.,en
benign,safe,"Hey, are we still meeting for dinner at 9:00 AM?",en
upi_fraud,scam,Aapke UPI par Rs.10000 bhej diye gaye hain. Confirm karne ke liye apna PIN dalein.,hi
upi_fraud,scam,RELIANCE JIO: YOUR NUMBER HAS BEEN SELECTED FOR 1-YEAR FREE RECHARGE. PAY RS.10 ACTIVATION FEE VIA UPI: 9540343522@OKSBI,en
upi_fraud,scam,Customer Service: Please share the 6-digit OTP to process your refund of INR 10000 via UPI.,en
upi_fraud,scam,Customer Service: Please share the 6-digit OTP to process your refund of INR 50000 via UPI.,en
upi_fraud,scam,YOUR PAYTM KYC DETAILS ARE INCOMPLETE. YOUR WALLET WILL BE BLOCKED. CALL +91-7877027601 TO UPDATE.,en
phishing,scam,URGENT: Your SBI account KYC has expired. Update immediately at http://www.paytm-verify-account-info.com to avoid suspension.,en
phishing,scam,Action Required: Complete your Yes Bank Aadhaar linking process today via http://secure.flipkart-secure-login.xyz,en
benign,safe,WiFi bill generated for March. Amount due Rs.250. Pay by 15th.,en
benign,safe,Your Swiggy order #45829 is on the way. Delivery executive will be there in 15 mins.,en
benign,safe,Did you watch the match yesterday? What a crazy finish!,en
phishing,scam,"Dear Policyholder, your LIC premium is due. Pay INR 50000 online using http://www.jio-claim-reward-now.net and get 10% cashback.",en
upi_fraud,scam,Customer Service: Please share the 6-digit OTP to process your refund of Rs.50000 via UPI.,en
upi_fraud,scam,Your Paytm KYC details are incomplete. Your wallet will be blocked. Call +91-8695670138 to update.,en
phishing,scam,URGENT: Your SBI account KYC has expired. Update immediately at http://secure.flipkart-claim-reward-now.net to avoid suspension.,en
phishing,scam,AIRTEL WINNER! YOU HAVE BEEN SELECTED FOR A FREE GIFT WORTH INR 5000. CLAIM: HTTP://SECURE.RELIANCE-REFUND-PROCESSING.ONLINE,en
upi_fraud,scam,Customer Service: Please share the 6-digit OTP to process your refund of Rs.50000 via UPI.,en
phishing,scam,Flipkart Winner! You have been selected for a free gift worth INR 9999. Claim: http://flipkart-refund-processing.online,en
benign,safe,Your Swiggy order #45829 is on the way. Delivery executive will be there in 15 mins.,en
phishing,scam,"Dear Policyholder, your LIC premium is due. Pay Rs.9999 online using http://www.amazon-update-kyc.in and get 10% cashback.",en
benign,safe,Your Amazon package is out for delivery. OTP to share with agent is 362646.,en
benign,safe,Can you send me the presentation file before EOD?,en
benign,safe,"Hey, are we still meeting for dinner at 5:00 PM?",en
investment_scam,scam,"Make Rs.50,000 per month with simple data entry. Zero investment plan requires Rs.2000 registration. http://www.airtel-refund-processing.online",en
phishing,scam,"Dear customer, your PAN card is not linked to your Union Bank account. Link now: http://secure.jio-verify-account-info.com",en
phishing,scam,Action Required: Complete your ICICI Aadhaar linking process today via http://tata-refund-processing.online,en
upi_fraud,scam,Aapke UPI par Rs.50000 bhej diye gaye hain. Confirm karne ke liye apna PIN dalein.,hi
investment_scam,scam,Part-time job offer from Amazon. Earn up to Rs.3000/day. Message HR on WhatsApp: +91-8567711928,en
benign,safe,Did you watch the match yesterday? What a crazy finish!,en
benign,safe,Boarding pass for Air India flight AI452 is attached. Safe travels!,en
phishing,scam,Your Punjab National Bank internet banking access will be locked in 24 hrs. Verify your identity at http://tata-refund-processing.online,en
investment_scam,scam,RBI Approved SIP: Invest Rs.1000/month and get 1 Crore in 5 years. Start your journey today: http://secure.flipkart-secure-login.xyz,en
phishing,scam,"Dear Policyholder, your LIC premium is due. Pay Rs.25000 online using http://www.airtel-secure-login.xyz and get 10% cashback.",en
benign,safe,Did you watch the match yesterday? What a crazy finish!,en
upi_fraud,scam,Customer Service: Please share the 6-digit OTP to process your refund of Rs.49999 via UPI.,en
upi_fraud,scam,"Dear Sir/Madam, your UPI transaction of Rs.100000 failed. Scan the QR code sent on your WhatsApp to process refund.",en
phishing,scam,Income Tax Notice: You have a pending refund of Rs.50000. Claim it here: http://www.tata-official-portal.co,en
benign,safe,Did you watch the match yesterday? What a crazy finish!,en
upi_fraud,scam,Your Paytm KYC details are incomplete. Your wallet will be blocked. Call +91-9261416043 to update.,en
phishing,scam,"Dear SBI customer, 15,000 reward points are expiring today. Redeem for cash at http://secure.jio-secure-login.xyz",en
benign,safe,Flight delayed by 45 minutes due to bad weather at destination.,en
investment_scam,scam,Double your money in 100 days! Authentic scheme registered with Government. Start investing: http://www.flipkart-secure-login.xyz,en
upi_fraud,scam,CUSTOMER SERVICE: PLEASE SHARE THE 6-DIGIT OTP TO PROCESS YOUR REFUND OF RS.10000 VIA UPI.,en
upi_fraud,scam,Reliance Jio: Your number has been selected for 1-year free recharge. Pay Rs.10 activation fee via UPI: 8663067726@oksbi,en
benign,safe,Happy Birthday! Have a wonderful year ahead. Let's catch up soon.,en
phishing,scam,Your Netflix subscription has expired. Renew immediately at http://www.tata-claim-reward-now.net to continue watching.,en
upi_fraud,scam,CUSTOMER SERVICE: PLEASE SHARE THE 6-DIGIT OTP TO PROCESS YOUR REFUND OF RS.50000 VIA UPI.,en
phishing,scam,"Your Instagram account has been logged in from an unknown device. If this wasn't you, secure your account: http://www.reliance-refund-processing.online",en
benign,safe,Your Swiggy order #45829 is on the way. Delivery executive will be there in 15 mins.,en
phishing,scam,Your Netflix subscription has expired. Renew immediately at http://secure.airtel-official-portal.co to continue watching.,en
upi_fraud,scam,"Dear Customer, your FASTag wallet is almost empty. Recharge now via UPI 6831990302@oksbi to avoid double toll.",en
benign,safe,DID YOU WATCH THE MATCH YESTERDAY? WHAT A CRAZY FINISH!,en
upi_fraud,scam,Your Paytm KYC details are incomplete. Your wallet will be blocked. Call +91-9893838537 to update.,en
upi_fraud,scam,You have received a payment of Rs.50000 on PhonePe. Enter your UPI pin to claim the amount.,en
phishing,scam,Your Bank of Baroda internet banking access will be locked in 24 hrs. Verify your identity at http://amazon-update-kyc.in,en
phishing,scam,URGENT: Your Kotak account KYC has expired. Update immediately at http://www.paytm-official-portal.co to avoid suspension.,en
upi_fraud,scam,Your Paytm KYC details are incomplete. Your wallet will be blocked. Call +91-8774950788 to update.,en
investment_scam,scam,Double your money in 100 days! Authentic scheme registered with Government. Start investing: http://airtel-claim-reward-now.net,en
phishing,scam,Action Required: Complete your ICICI Aadhaar linking process today via http://www.jio-claim-reward-now.net,en
phishing,scam,"Dear customer, your PAN card is not linked to your Kotak account. Link now: http://secure.tata-verify-account-info.com",en
phishing,scam,YOUR NETFLIX SUBSCRIPTION HAS EXPIRED. RENEW IMMEDIATELY AT HTTP://TATA-VERIFY-ACCOUNT-INFO.COM TO CONTINUE WATCHING.,en
upi_fraud,scam,Reliance Jio: Your number has been selected for 1-year free recharge. Pay Rs.10 activation fee via UPI: 8919446563@oksbi,en
benign,safe,"Hey, are we still meeting for dinner at 2:30 PM?",en
benign,safe,Flight delayed by 45 minutes due to bad weather at destination.,en
upi_fraud,scam,"ALERT: Rs.49999 debited from your A/c. If not done by you, forward this SMS to +91-9332965100 to block transaction.",en
benign,safe,"Salary of Rs.10000 credited to your account XX4521 on 01-Mar-2026. Avail Bal: Rs.1,45,200.",en
benign,safe,Your Amazon package is out for delivery. OTP to share with agent is 603271.,en
benign,safe,Did you watch the match yesterday? What a crazy finish!,en
investment_scam,scam,Multibagger Stock Tip: Buy 'XYZ Infra' target 500 (Current 40). Insider info! Subscribe to our premium channel INR 49999.,en
benign,safe,Your Swiggy order #45829 is on the way. Delivery executive will be there in 15 mins.,en
benign,safe,WiFi bill generated for March. Amount due Rs.2000. Pay by 15th.,en
investment_scam,scam,You have been chosen for an exclusive Forex trading group. Deposit Rs.5000 and our AI will trade for you. http://tata-verify-account-info.com,en
benign,safe,Meeting pushed to 5:00 PM. Please check the updated invite.,en
phishing,scam,URGENT: YOUR UNION BANK ACCOUNT KYC HAS EXPIRED. UPDATE IMMEDIATELY AT HTTP://SECURE.AMAZON-UPDATE-KYC.IN TO AVOID SUSPENSION.,en
upi_fraud,scam,"Dear Sir/Madam, your UPI transaction of Rs.25000 failed. Scan the QR code sent on your WhatsApp to process refund.",en
benign,safe,Your Uber trip has ended. Total fare: Rs.500.,en
phishing,scam,URGENT: Your Union Bank account KYC has expired. Update immediately at http://secure.jio-secure-login.xyz to avoid suspension.,en
phishing,scam,Your Union Bank internet banking access will be locked in 24 hrs. Verify your identity at http://secure.tata-secure-login.xyz,en
phishing,scam,"Your WhatsApp account has been logged in from an unknown device. If this wasn't you, secure your account: http://www.jio-update-kyc.in",en
phishing,scam,"Your Facebook account has been logged in from an unknown device. If this wasn't you, secure your account: http://www.airtel-secure-login.xyz",en
phishing,scam,"DEAR CUSTOMER, YOUR PAN CARD IS NOT LINKED TO YOUR CANARA BANK ACCOUNT. LINK NOW: HTTP://JIO-OFFICIAL-PORTAL.CO",en
benign,safe,Your Amazon package is out for delivery. OTP to share with agent is 441158.,en
benign,safe,Your Amazon package is out for delivery. OTP to share with agent is 509569.,en
upi_fraud,scam,"Dear Customer, your FASTag wallet is almost empty. Recharge now via UPI 6768840990@oksbi to avoid double toll.",en
benign,safe,"SALARY OF RS.49999 CREDITED TO YOUR ACCOUNT XX4521 ON 01-MAR-2026. AVAIL BAL: RS.1,45,200.",en
upi_fraud,scam,Reliance Jio: Your number has been selected for 1-year free recharge. Pay Rs.10 activation fee via UPI: 9285241532@oksbi,en
upi_fraud,scam,Customer Service: Please share the 6-digit OTP to process your refund of INR 49999 via UPI.,en
phishing,scam,Your Union Bank internet banking access will be locked in 24 hrs. Verify your identity at http://www.amazon-refund-processing.online,en
benign,safe,"Salary of Rs.25000 credited to your account XX4521 on 01-Mar-2026. Avail Bal: Rs.1,45,200.",en
upi_fraud,scam,CUSTOMER SERVICE: PLEASE SHARE THE 6-DIGIT OTP TO PROCESS YOUR REFUND OF RS.5000 VIA UPI.,en
benign,safe,"Salary of Rs.10000 credited to your account XX4521 on 01-Mar-2026. Avail Bal: Rs.1,45,200.",en
upi_fraud,scam,Your Paytm KYC details are incomplete. Your wallet will be blocked. Call +91-6443747347 to update.,en
phishing,scam,Reliance Winner! You have been selected for a free gift worth Rs.5000. Claim: http://secure.reliance-update-kyc.in,en
upi_fraud,scam,Customer Service: Please share the 6-digit OTP to process your refund of Rs.9999 via UPI.,en
phishing,scam,"Dear Axis Bank customer, 15,000 reward points are expiring today. Redeem for cash at http://paytm-secure-login.xyz",en
phishing,scam,URGENT: Your Bank of Baroda account KYC has expired. Update immediately at http://www.flipkart-claim-reward-now.net to avoid suspension.,en
benign,safe,Your Swiggy order #45829 is on the way. Delivery executive will be there in 15 mins.,en
benign,safe,Happy Birthday! Have a wonderful year ahead. Let's catch up soon.,en
phishing,scam,"Your Facebook account has been logged in from an unknown device. If this wasn't you, secure your account: http://www.tata-refund-processing.online",en
benign,safe,"Hey, are we still meeting for dinner at 10:00 AM?",en
phishing,scam,"Dear Policyholder, your LIC premium is due. Pay Rs.10000 online using http://secure.reliance-claim-reward-now.net and get 10% cashback.",en
phishing,scam,URGENT: Your Kotak account KYC has expired. Update immediately at http://flipkart-verify-account-info.com to avoid suspension.,en
phishing,scam,Tata Winner! You have been selected for a free gift worth Rs.5000. Claim: http://www.amazon-official-portal.co,en
benign,safe,Boarding pass for Air India flight AI452 is attached. Safe travels!,en
upi_fraud,scam,"ALERT: Rs.49999 debited from your A/c. If not done by you, forward this SMS to +91-9498051412 to block transaction.",en
phishing,scam,Flipkart Winner! You have been selected for a free gift worth Rs.9999. Claim: http://secure.reliance-verify-account-info.com,en
investment_scam,scam,Work from home opportunity! Earn Rs.5000 daily by liking YouTube videos. Deposit Rs.999 security fee.,en
benign,safe,Meeting pushed to 7:45 PM. Please check the updated invite.,en
benign,safe,Your Amazon package is out for delivery. OTP to share with agent is 324704.,en
benign,safe,"Salary of Rs.10000 credited to your account XX4521 on 01-Mar-2026. Avail Bal: Rs.1,45,200.",en
benign,safe,Meeting pushed to 7:45 PM. Please check the updated invite.,en
phishing,scam,URGENT: Your Punjab National Bank account KYC has expired. Update immediately at http://secure.airtel-secure-login.xyz to avoid suspension.,en
phishing,scam,"Dear Punjab National Bank customer, 15,000 reward points are expiring today. Redeem for cash at http://www.flipkart-official-portal.co",en
investment_scam,scam,Double your money in 100 days! Authentic scheme registered with Government. Start investing: http://airtel-update-kyc.in,en
upi_fraud,scam,Aapke UPI par Rs.10000 bhej diye gaye hain. Confirm karne ke liye apna PIN dalein.,hi
upi_fraud,scam,Your electricity bill of Rs.5000 is pending. Power will be disconnected at 9 PM. Pay via UPI: 8917708381@oksbi,en
phishing,scam,Tata Winner! You have been selected for a free gift worth Rs.25000. Claim: http://secure.airtel-claim-reward-now.net,en
phishing,scam,Income Tax Notice: You have a pending refund of Rs.5000. Claim it here: http://jio-claim-reward-now.net,en
benign,safe,Your Uber trip has ended. Total fare: Rs.100.,en
phishing,scam,Your Yes Bank internet banking access will be locked in 24 hrs. Verify your identity at http://jio-refund-processing.online,en
upi_fraud,scam,Aapke UPI par Rs.9999 bhej diye gaye hain. Confirm karne ke liye apna PIN dalein.,hi
benign,safe,Your Uber trip has ended. Total fare: Rs.500.,en
phishing,scam,"Dear customer, your PAN card is not linked to your ICICI account. Link now: http://www.paytm-refund-processing.online",en
upi_fraud,scam,Your Paytm KYC details are incomplete. Your wallet will be blocked. Call +91-6824240386 to update.,en
investment_scam,scam,Binance VIP Trading Signals. 99% accuracy. Pay monthly fee of INR 100000 for access.,en
phishing,scam,"Dear customer, your PAN card is not linked to your Canara Bank account. Link now: http://secure.amazon-update-kyc.in",en
phishing,scam,Action Required: Complete your Yes Bank Aadhaar linking process today via http://www.jio-secure-login.xyz,en
phishing,scam,Flipkart Winner! You have been selected for a free gift worth Rs.10000. Claim: http://secure.flipkart-secure-login.xyz,en
benign,safe,Happy Birthday! Have a wonderful year ahead. Let's catch up soon.,en
upi_fraud,scam,Congratulations! You won Rs.100000 cashback on Google Pay. Click here and enter PIN to receive: http://www.airtel-secure-login.xyz,en
phishing,scam,Action Required: Complete your SBI Aadhaar linking process today via http://flipkart-claim-reward-now.net,en
benign,safe,Thanks for shopping with Myntra! Your order will be delivered by Thursday.,en
investment_scam,scam,"Make Rs.50,000 per month with simple data entry. Zero investment plan requires Rs.250 registration. http://secure.paytm-refund-processing.online",en
phishing,scam,Your Yes Bank internet banking access will be locked in 24 hrs. Verify your identity at http://secure.reliance-official-portal.co,en
investment_scam,scam,Part-time job offer from Amazon. Earn up to Rs.3000/day. Message HR on WhatsApp: +91-9206646329,en
benign,safe,Meeting pushed to 4:15 PM. Please check the updated invite.,en
phishing,scam,"Dear customer, your PAN card is not linked to your Canara Bank account. Link now: http://secure.amazon-refund-processing.online",en
upi_fraud,scam,"Dear Customer, your FASTag wallet is almost empty. Recharge now via UPI 6152556675@okicici to avoid double toll.",en
benign,safe,Thanks for shopping with Myntra! Your order will be delivered by Thursday.,en
upi_fraud,scam,You have received a payment of Rs.10000 on PhonePe. Enter your UPI pin to claim the amount.,en
benign,safe,Boarding pass for Air India flight AI452 is attached. Safe travels!,en
upi_fraud,scam,"ALERT: Rs.100000 debited from your A/c. If not done by you, forward this SMS to +91-9269281974 to block transaction.",en
upi_fraud,scam,"Dear Sir/Madam, your UPI transaction of Rs.49999 failed. Scan the QR code sent on your WhatsApp to process refund.",en
investment_scam,scam,Binance VIP Trading Signals. 99% accuracy. Pay monthly fee of Rs.10000 for access.,en
investment_scam,scam,RBI Approved SIP: Invest Rs.1000/month and get 1 Crore in 5 years. Start your journey today: http://reliance-official-portal.co,en
benign,safe,WiFi bill generated for March. Amount due Rs.100. Pay by 15th.,en
upi_fraud,scam,"Dear Customer, your FASTag wallet is almost empty. Recharge now via UPI 7974293438@okicici to avoid double toll.",en
benign,safe,Your Amazon package is out for delivery. OTP to share with agent is 314447.,en
benign,safe,Boarding pass for Air India flight AI452 is attached. Safe travels!,en
phishing,scam,"Your Apple ID account has been logged in from an unknown device. If this wasn't you, secure your account: http://www.paytm-claim-reward-now.net",en
benign,safe,Reminder: Doctor appointment scheduled for tomorrow at 2:30 PM. Please arrive 10 minutes early.,en
upi_fraud,scam,YOUR ELECTRICITY BILL OF RS.10000 IS PENDING. POWER WILL BE DISCONNECTED AT 9 PM. PAY VIA UPI: 7555348764@OKSBI,en
